Date,low,high,open,close,volume
2021-03-17,56996.15,60100.0,58925.54,57644.95,21459.4962399
2021-03-18,56260.0,59461.99,57644.95,58039.66,16429.629743
2021-03-19,57827.97,59928.0,58026.91,58116.7,9725.28123717
2021-03-20,55543.89,58651.22,58126.34,57363.32,11841.63877891
2021-03-21,53739.5,58421.68,57377.29,54110.07,19512.15647151
2021-03-22,53000.0,55858.0,54111.49,54345.54,19221.75674
2021-03-23,51673.82,57209.97,54333.27,52276.16,23775.21362623
2021-03-24,50305.0,53238.0,52259.69,51325.01,29642.04415588
2021-03-25,51250.0,55125.13,51320.76,55072.44,17843.00738205
2021-03-26,53966.0,56640.0,55080.9,55856.53,11333.33349523
2021-03-27,54701.0,56587.08,55856.54,55778.82,9235.80302347
2021-03-28,54900.0,58400.0,55781.22,57613.48,17552.36885101
2021-03-29,57000.0,59397.48,57613.76,58786.46,15105.07669026
2021-03-30,56873.8,59800.0,58786.46,58800.0,17376.62672814
2021-03-31,57930.0,59474.94,58800.01,58726.48,11096.33004907
2021-04-01,58441.88,60055.02,58726.47,58981.04,10966.93017846
2021-04-02,56943.0,59752.0,58981.04,57094.34,8405.26400491
2021-04-03,56478.53,58500.0,57094.34,58215.94,6301.43187883
2021-04-04,56817.64,59251.76,58216.73,59123.02,9204.86323941
2021-04-05,57333.33,59475.0,59134.07,58019.98,10354.33014603
2021-04-06,55400.0,58630.0,58021.67,55955.75,17787.29445084
2021-04-07,55700.0,58152.0,55962.67,58083.1,8073.59731731
2021-04-08,57670.51,58869.69,58083.1,58092.68,8094.74629652
2021-04-09,57875.41,61218.97,58092.68,59778.6,12817.81106734
2021-04-10,59177.06,60658.89,59778.59,59985.26,7278.96516665
2021-04-11,59369.0,61199.0,59983.66,59839.82,11467.72752999
2021-04-12,59799.01,63774.39,59836.88,63588.22,17897.76603088
2021-04-13,61277.91,64899.0,63588.22,62971.8,22570.84113444
2021-04-14,62036.73,63831.82,62971.8,63229.04,11209.4505281
2021-04-15,60048.43,63604.34,63229.04,61427.27,19867.41322269
2021-04-16,59700.0,62572.48,61427.27,60058.86,10847.76785762
2021-04-17,51300.0,60437.97,60067.2,56274.41,36891.70959047
2021-04-18,54187.85,57600.0,56273.65,55696.83,16838.39171629
2021-04-19,53430.01,57111.0,55696.83,56499.29,18608.27983583
2021-04-20,53620.91,56810.56,56477.67,53800.86,15584.08398293
2021-04-21,50400.0,55469.98,53795.62,51701.59,30427.89153907
2021-04-22,47464.65,52130.58,51695.98,51187.27,38794.85818376
2021-04-23,48726.87,51260.61,51187.75,50089.15,11839.14355893
2021-04-24,47044.01,50591.38,50101.42,49121.0,14633.51206544
2021-04-25,48817.62,54400.0,49121.0,54053.6,18005.22399425
2021-04-26,53321.0,55509.39,54047.8,55069.62,13957.08649512
2021-04-27,53887.0,56476.17,55069.61,54894.03,16484.33677655
2021-04-28,52369.61,55226.86,54889.81,53580.0,14592.31688772
2021-04-29,53068.43,58075.01,53580.0,57798.77,16536.33288912
2021-04-30,57050.94,58550.0,57798.77,57859.28,10787.04933216
2021-05-01,56072.0,57972.26,57859.28,56625.2,7647.62578087
2021-05-02,56500.0,58986.0,56625.21,57212.73,15165.00648795
2021-05-03,53057.7,57247.24,57212.73,53241.92,23492.0586849
2021-05-04,52913.02,57980.86,53241.91,57515.69,22918.90458572
2021-05-05,55288.0,58400.0,57515.69,56440.66,18244.13605211
2021-05-06,55300.0,58735.95,56444.82,57380.39,18323.8958022
2021-05-07,56980.01,59559.84,57380.39,58958.05,15374.94442964
2021-05-08,56265.3,59300.52,58958.06,58312.57,17169.72318523
2021-05-09,53600.0,59592.2,58313.84,55866.41,24647.23540718
2021-05-10,54511.48,56962.07,55866.38,56753.19,15446.63591676
2021-05-11,48500.0,58041.0,56753.19,49498.77,29660.84273553
2021-05-12,46000.0,52500.0,49498.76,49690.11,42250.08740789
2021-05-13,48895.0,51569.56,49682.28,49893.48,21987.79362448
2021-05-14,46573.0,50730.58,49893.48,46775.51,21936.11454712
2021-05-15,43825.0,49808.28,46771.01,46450.79,30655.33064729
2021-05-16,42101.0,46646.15,46450.78,43580.5,43660.22208427
2021-05-17,42300.0,45851.0,43571.89,42857.15,28210.30024018
2021-05-18,30000.0,43591.7,42865.05,36731.75,109537.24233282
2021-05-19,35000.0,42605.0,36735.44,40623.33,51445.79735691
2021-05-20,33501.54,42275.99,40623.24,37340.77,55961.90006046
2021-05-21,35257.52,38889.76,37333.09,37476.83,29239.02738254
2021-05-22,31111.0,38319.36,37476.84,34758.67,53433.30296532
2021-05-23,34407.17,39966.87,34758.88,38878.56,44419.45827713
2021-05-24,36481.26,39878.51,38874.53,38361.81,26107.55687287
2021-05-25,37837.36,40900.0,38361.81,39293.23,25107.68631485
2021-05-26,37191.99,40440.95,39293.23,38556.88,19390.89447264
2021-05-27,34688.0,38900.0,38556.88,35680.47,36231.72333985
2021-05-28,33650.86,37325.0,35680.48,34627.82,27999.15073256
2021-05-29,33333.0,36500.0,34627.81,35669.44,16038.94658082
2021-05-30,34183.0,37534.09,35669.44,37279.31,19527.11600162
2021-05-31,35669.14,37918.97,37276.23,36685.0,15713.10281689
2021-06-01,35920.0,38237.37,36684.99,37577.91,13952.35891376
2021-06-02,37184.88,39489.82,37581.83,39248.55,14325.7560692
2021-06-03,35593.22,39291.24,39248.54,36856.52,17917.63251152
2021-06-04,34832.17,37921.35,36856.53,35539.49,13654.69033381
2021-06-05,35258.0,36477.86,35539.97,35800.48,8184.50324318
2021-06-06,33333.0,36812.39,35800.48,33575.91,18997.71626987
2021-06-07,31004.95,34069.0,33567.26,33402.13,34937.55754915
2021-06-08,32408.53,37573.99,33402.13,37403.86,26040.89793254
2021-06-09,35800.0,38425.67,37404.75,36694.05,19853.81418911
2021-06-10,35944.0,37695.0,36694.91,37338.44,14142.19349961
2021-06-11,34635.47,37448.0,37340.08,35557.33,14516.54556279
2021-06-12,34780.57,39396.0,35557.32,39015.24,15748.96203951
2021-06-13,38744.83,41076.03,39015.24,40539.47,21916.84415956
2021-06-14,39510.98,41322.55,40537.93,40162.37,17020.70299457
2021-06-15,38105.0,40499.0,40158.06,38351.0,17238.57541183
2021-06-16,37365.63,39554.98,38351.0,38095.17,15970.35031651
2021-06-17,35153.16,38216.22,38103.94,35841.81,23472.37724375
2021-06-18,34833.26,36457.18,35840.96,35484.79,16801.08670642
2021-06-19,33347.05,36139.73,35484.8,35585.78,19400.07454207
2021-06-20,31259.0,35741.54,35585.79,31609.82,41304.39903519
2021-06-21,28800.0,33352.0,31609.82,32538.37,48409.17333487
2021-06-22,31708.03,34881.02,32538.9,33688.35,23124.81248294
2021-06-23,32300.0,35295.67,33688.51,34654.58,16868.94084747
2021-06-24,31300.0,35500.0,34654.87,31594.63,26505.19266978
2021-06-25,30173.49,32711.68,31594.62,32275.19,18299.38702942
2021-06-26,32002.21,34749.0,32267.59,34709.23,14428.92978925
2021-06-27,33864.99,35301.43,34708.53,34493.22,14920.2647883
2021-06-28,34233.35,36675.0,34493.22,35904.28,17917.59826258
2021-06-29,34033.0,36094.42,35906.17,35060.0,16700.72309396
2021-06-30,32703.48,35066.54,35060.0,33516.11,13210.9509733
2021-07-01,32704.73,33972.06,33510.93,33805.02,11765.65389836
2021-07-02,33320.0,34953.07,33805.01,34682.16,6197.80112922
2021-07-03,34390.53,35951.0,34685.03,35284.05,6224.03057033
2021-07-04,33156.86,35290.82,35284.06,33697.78,9607.60619891
2021-07-05,33300.0,35100.0,33697.78,34225.73,10313.01368118
2021-07-06,33770.01,35077.46,34225.72,33878.56,9404.8979867
2021-07-07,32111.0,33934.62,33879.5,32875.95,14147.3525248
2021-07-08,32255.24,34100.0,32875.95,33824.26,8320.90649257
2021-07-09,33027.83,34267.14,33824.25,33515.35,4906.24582215
2021-07-10,33333.33,34607.37,33515.35,34259.23,7023.06500489
2021-07-11,32665.0,34670.0,34259.22,33091.1,10145.24046995
2021-07-12,32201.12,33337.61,33077.43,32734.14,9478.04218884
2021-07-13,31600.0,33125.55,32734.14,32816.39,10355.3186961
2021-07-14,31064.77,33187.6,32815.75,31868.68,11273.61174025
2021-07-15,31025.42,32259.16,31872.49,31388.06,10006.47793721
2021-07-16,31179.01,31949.99,31389.57,31533.91,5695.57411588
2021-07-17,31125.6,32450.0,31533.9,31788.25,5006.4831051
2021-07-18,30429.99,31887.82,31786.37,30842.03,11027.00528966
2021-07-19,29301.56,31052.65,30842.04,29796.16,18114.15286104
2021-07-20,29501.02,32825.0,29796.15,32135.19,15598.47830878
2021-07-21,31729.68,32611.84,32152.68,32287.74,7704.6404628
2021-07-22,32000.0,33647.27,32287.75,33647.26,9004.84262627
2021-07-23,33424.7,34525.0,33647.27,34283.01,9864.75243703
2021-07-24,33888.89,35451.04,34291.67,35428.26,9434.63002297
2021-07-25,35251.54,40593.93,35428.25,37262.77,40354.54555841
2021-07-26,36413.26,39550.0,37262.76,39470.48,24709.10440908
2021-07-27,38803.34,40925.56,39475.99,40035.1,27198.33358111
2021-07-28,39229.47,40644.85,40035.1,40039.44,11022.42512817
2021-07-29,38342.0,42320.57,40039.44,42237.95,15063.2344059
2021-07-30,41064.11,42414.61,42233.66,41495.01,9351.94288576
2021-07-31,39426.0,42605.64,41499.0,39865.41,10617.67293456
2021-08-01,38690.0,40459.68,39859.18,39149.59,12379.41216528
2021-08-02,37627.21,39785.3,39149.59,38191.44,15094.81739624
2021-08-03,37509.0,39965.1,38189.4,39722.41,15327.67624669
2021-08-04,37300.0,41447.89,39718.9,40888.74,28507.85532682
2021-08-05,39876.74,43399.26,40888.73,42869.58,20425.1145444
2021-08-06,42457.27,44750.0,42869.59,44637.34,19634.79475606
2021-08-07,43131.97,45363.83,44628.11,43829.14,18712.27158173
2021-08-08,42821.3,46497.42,43829.15,46285.48,19464.72493503
2021-08-09,44650.27,46718.44,46280.0,45595.66,13756.50066875
2021-08-10,45350.74,46781.09,45601.82,45553.49,11628.32043954
2021-08-11,43714.36,46223.95,45553.1,44422.14,13169.78176994
2021-08-12,44249.64,47953.9,44422.15,47833.64,11794.94196257
2021-08-13,46034.93,48176.52,47833.64,47109.65,8130.36769388
2021-08-14,45525.19,47400.0,47109.64,47014.49,7745.70200802
2021-08-15,45676.91,48076.52,47014.38,45902.46,10467.66031475
2021-08-16,44405.39,47174.62,45903.22,44671.58,12756.14777945
2021-08-17,44216.47,46035.27,44675.34,44707.98,10327.49887365
2021-08-18,43955.0,47088.08,44709.1,46765.87,11938.12185013
2021-08-19,46644.95,49400.0,46769.02,49342.4,13184.67048641
2021-08-20,48285.28,49821.92,49349.99,48867.02,9574.83615164
2021-08-21,48102.89,49526.13,48870.21,49284.63,6243.39643384
2021-08-22,49012.84,50505.0,49284.38,49506.5,10824.26838095
2021-08-23,47600.0,49875.9,49504.53,47682.45,12068.33823315
2021-08-24,47122.02,49277.0,47682.45,48987.33,9289.23177109
2021-08-25,46315.48,49365.1,48991.57,46851.47,11651.34373853
2021-08-26,46361.01,49185.12,46851.47,49077.57,8924.12247655
2021-08-27,48370.0,49309.83,49081.08,48942.94,4895.70191319
2021-08-28,47801.0,49667.1,48942.89,48802.58,6935.09511006
2021-08-29,46866.0,48906.51,48802.58,46993.71,12249.23741495
2021-08-30,46708.93,48259.68,46996.8,47112.5,12919.43970212
2021-08-31,46537.62,49125.0,47110.33,48839.86,13010.83839478
2021-09-01,48620.73,50392.19,48834.27,49279.37,14120.3826407
2021-09-02,48349.66,51064.44,49279.38,50025.0,14577.22621879
2021-09-03,49400.0,50558.75,50025.0,49942.98,7595.48816499
2021-09-04,49500.0,51907.08,49944.89,51789.17,7743.93472308
2021-09-05,51020.08,52802.03,51789.17,52698.81,9571.75471136
2021-09-06,42830.77,52944.96,52698.8,46894.5,29022.815351
2021-09-07,44423.49,47381.47,46894.49,46060.36,19624.55093117
2021-09-08,45511.82,47400.0,46059.94,46400.0,13594.64633403
2021-09-09,44140.48,47040.76,46396.26,44851.45,14905.54795341
2021-09-10,44730.29,45989.94,44850.37,45171.83,6207.38337004
2021-09-11,44754.31,46462.98,45173.66,46024.23,6499.85821749
2021-09-12,43465.0,46900.0,46027.8,44947.72,15015.30289712
2021-09-13,44679.92,47274.92,44953.23,47127.22,12644.16435358
2021-09-14,46705.0,48475.0,47127.81,48148.12,12139.84206628
2021-09-15,47020.82,48499.99,48144.03,47753.16,11739.27966629
2021-09-16,46752.67,48176.64,47753.15,47303.5,9088.56956453
2021-09-17,47050.0,48825.62,47306.87,48314.56,7491.03449237
2021-09-18,46850.87,48379.19,48309.86,47255.92,7086.34626236
2021-09-19,42500.0,47358.92,47253.71,43012.97,27706.67636162
2021-09-20,39600.0,43639.88,43007.69,40719.6,27275.33818249
2021-09-21,40570.42,44035.44,40736.81,43575.1,19462.53865157
2021-09-22,43096.73,45000.0,43575.19,44897.59,13446.87468684
2021-09-23,40683.29,45200.0,44896.55,42848.92,22451.57711462
2021-09-24,41675.0,42998.76,42848.44,42705.51,7383.32390261
2021-09-25,40803.0,43937.0,42705.51,43178.02,9971.64545213
2021-09-26,42111.0,44366.96,43172.17,42171.76,10094.77099806
2021-09-27,40897.7,42780.0,42166.31,41026.07,10491.81363045
2021-09-28,40750.12,42638.99,41030.19,41522.16,10303.30152312
2021-09-29,41409.67,44110.17,41519.11,43824.43,12835.9838101
2021-09-30,43287.44,48500.0,43828.89,48165.76,20095.33155568
2021-10-01,47451.0,48359.33,48165.76,47657.69,7262.63442143
2021-10-02,47120.11,49300.0,47663.74,48233.99,7989.25925892
2021-10-03,46916.7,49505.0,48233.99,49245.54,13938.64182971
2021-10-04,49057.18,51906.23,49244.13,51493.99,17828.59726658
2021-10-05,50416.01,55757.11,51499.77,55339.48,25869.64925998
2021-10-06,53379.0,55356.85,55346.95,53797.82,15820.83417633
2021-10-07,53634.41,56113.0,53805.46,53963.82,12416.9019906
2021-10-08,53675.0,55500.0,53965.18,54962.29,7123.05512404
2021-10-09,54112.95,56545.24,54963.29,54690.53,9370.1912382
2021-10-10,54411.54,57833.23,54683.09,57487.44,13422.42081815
2021-10-11,53873.78,57674.55,57485.97,56005.1,15457.00896085
2021-10-12,54236.09,57771.33,56005.1,57367.32,14691.01338574
2021-10-13,56832.32,58520.71,57367.32,57359.51,12198.02457938
2021-10-14,56867.11,62910.0,57359.51,61695.39,27105.19764492
2021-10-15,60139.01,62350.0,61690.32,60877.42,10161.25819825
2021-10-16,58943.83,61744.17,60867.05,61527.11,9153.32273471
2021-10-17,59887.74,62675.19,61530.07,62042.41,19798.1489024
2021-10-18,61333.0,64500.0,62042.4,64303.14,17380.30486176
2021-10-19,63525.0,66999.0,64303.14,66026.54,19194.45410878
2021-10-20,62050.0,66650.85,66021.26,62204.02,23474.39133313
2021-10-21,60000.0,63750.0,62204.01,60687.64,17217.70765017
2021-10-22,59650.0,61750.0,60682.88,61300.01,6708.15013802
2021-10-23,59522.89,61491.96,61300.02,60854.48,8573.72719199
2021-10-24,60653.5,63726.58,60847.91,63083.54,10496.58058683
2021-10-25,59837.07,63290.49,63081.96,60337.62,12181.48144997
2021-10-26,58100.0,61488.0,60333.19,58455.47,18856.68565412
2021-10-28,60188.73,62974.0,60591.63,62276.72,15497.01101939
2021-10-29,60725.01,62379.2,62287.95,61892.41,6793.59698552
2021-10-30,60001.0,62427.02,61896.38,61343.68,8371.1698899
2021-10-31,59500.0,62500.0,61346.17,60949.54,11724.34161877
2021-11-01,60672.16,64300.0,60956.4,63266.51,13694.11539462
2021-11-02,60070.0,63568.36,63266.5,62935.41,12951.87181247
2021-11-03,60728.77,63114.14,62935.4,61444.5,11051.75853921
2021-11-04,60777.0,62638.59,61444.49,61006.15,10598.79620286
2021-11-05,60125.0,61599.25,61006.14,61539.31,6366.43859189
2021-11-06,61397.86,63327.96,61539.3,63309.13,5596.02460734
2021-11-07,63309.12,67792.77,63309.12,67554.84,17661.87297159
2021-11-08,66261.79,68568.85,67554.13,66944.66,14996.62508818
2021-11-09,62800.0,69000.0,66938.76,64912.2,19030.24517744
2021-11-10,64133.78,65600.0,64912.2,64807.59,10259.51472415
2021-11-11,62300.0,65477.06,64807.73,64147.9,13658.626579
2021-11-12,63394.17,64990.0,64144.42,64400.01,5968.10354833
2021-11-13,63596.9,65525.0,64400.01,65505.02,6081.57225975
2021-11-14,63371.0,66339.9,65505.03,63624.59,10426.55522646
2021-11-15,58638.0,63624.6,63621.05,60107.98,24910.15267457
2021-11-16,58380.0,60824.38,60101.56,60351.51,20907.21545076
2021-11-17,56514.13,60977.21,60351.51,56898.0,26749.21203012
2021-11-18,55625.0,58412.12,56898.46,58122.16,18554.56064192
2021-11-19,57423.35,59900.0,58122.15,59760.76,7584.65241653
2021-11-20,58509.69,60070.0,59760.76,58671.21,6661.36635434
2021-11-21,55641.03,59526.51,58671.22,56280.81,15889.22078935
2021-11-22,55377.0,57886.03,56280.81,57566.85,14019.78167156
2021-11-23,55875.01,57607.97,57562.65,57162.66,12509.25971944
2021-11-24,57037.04,59445.99,57158.58,58987.27,10668.67680723
2021-11-25,53533.0,59194.0,58994.72,53757.67,25946.30174683
2021-11-26,53642.58,55316.67,53757.67,54759.05,7899.30349126
2021-11-27,53327.0,57490.0,54759.04,57317.17,8222.42493442
2021-11-28,56730.0,58908.27,57318.51,57838.06,13454.23335496
2021-11-29,55910.33,59249.77,57838.06,56987.97,18038.78770838
2021-11-30,56465.75,59118.84,56998.35,57226.5,16607.30872879
2021-12-01,55845.0,57423.69,57226.51,56521.46,12969.21952648
2021-12-02,51640.0,57670.68,56521.45,53638.04,19567.63113833
2021-12-03,42333.0,53876.09,53633.02,49241.12,39023.32978526
2021-12-04,47827.0,49783.0,49235.26,49484.22,21727.13821193
2021-12-05,47200.0,51105.0,49484.21,50529.56,23082.30465624
2021-12-06,50067.1,51995.0,50529.56,50625.48,14107.33216632
2021-12-07,48650.02,51250.0,50625.24,50519.68,13138.99183299
2021-12-08,47323.23,50844.86,50520.94,47568.43,15749.4243393
2021-12-09,46900.0,50148.49,47568.43,47170.94,15689.5742182
2021-12-10,46786.78,49517.18,47170.94,49407.75,11045.22374119
2021-12-11,48665.43,50828.13,49424.47,50089.64,10411.08180306
2021-12-12,45727.92,50218.42,50089.64,46727.89,20797.28834629
2021-12-13,46300.0,48686.91,46727.89,48367.43,17107.0342879
2021-12-14,46530.0,49500.0,48359.23,48884.78,21621.70983741
2021-12-15,47524.66,49459.39,48878.83,47634.22,12731.23681745
2021-12-16,45469.32,48000.0,47634.2,46166.5,18556.07900007
2021-12-17,45515.72,47368.73,46159.87,46859.46,8170.85303229
2021-12-18,46440.11,48351.92,46857.49,46687.19,9518.7071282
2021-12-19,45568.0,47548.93,46687.2,46926.07,16039.38510407
2021-12-20,46645.05,49339.31,46926.07,48914.7,15461.4105731
2021-12-21,48450.0,49595.0,48914.7,48608.62,10753.4990677
2021-12-22,48032.16,51397.82,48608.61,50842.2,16627.04627954
2021-12-23,50445.55,51878.6,50842.06,50851.38,11690.45418179
2021-12-24,50191.84,51171.68,50852.31,50428.31,5550.57153185
2021-12-25,49460.0,51295.33,50428.31,50801.79,6863.39473781
2021-12-26,50480.0,52100.0,50804.33,50717.77,11596.91468191
2021-12-27,47300.23,50720.35,50720.35,47543.09,23116.75583707
2021-12-28,46094.02,48149.58,47542.2,46471.24,20326.32142372
2021-12-29,45938.44,47926.15,46471.24,47122.08,27413.65364976
2021-12-30,45650.0,48574.7,47122.09,46211.24,19010.24134509
2021-12-31,46205.0,47967.12,46211.24,47733.43,9463.6617111
2022-01-01,46633.36,47990.0,47733.43,47299.07,6833.49845548
2022-01-02,45700.0,47583.33,47299.06,46459.56,10841.81020453
2022-01-03,45515.0,47532.89,46459.57,45814.61,16320.32712866
2022-01-04,42500.0,47076.55,45817.13,43436.04,25067.67476765
2022-01-05,42432.99,43794.5,43446.34,43083.76,20780.04784989
2022-01-06,40571.53,43144.72,43081.79,41565.18,26122.19990673
2022-01-07,40505.3,42318.97,41564.57,41684.84,15454.11315131
2022-01-08,41209.53,42831.12,41684.84,41876.52,11074.22498167
2022-01-09,39650.0,42250.0,41876.52,41824.07,25232.35739583
2022-01-10,41274.8,43130.0,41824.06,42753.44,19697.46613255
2022-01-11,42459.21,44342.83,42749.84,43920.37,16250.21469714
2022-01-12,42325.0,44453.22,43921.21,42581.65,14772.09478571
2022-01-13,41752.0,43473.98,42576.27,43090.72,13545.75086459
2022-01-14,42577.35,43819.39,43090.72,43098.2,6318.38550193
2022-01-15,42600.0,43497.24,43098.2,43104.34,6481.6580227
2022-01-16,41567.64,43200.0,43104.34,42218.01,10963.85191034
2022-01-17,41287.79,42692.71,42214.66,42369.74,13658.50365699
2022-01-18,41126.0,42586.03,42372.15,41674.27,15642.41727542
2022-01-19,40555.0,43511.99,41672.14,40670.97,17860.82318928
2022-01-20,35422.0,41127.79,40671.77,36456.94,50742.89616126
2022-01-21,34017.56,36835.93,36456.67,35066.43,30044.12486365
2022-01-22,34625.0,36555.55,35075.7,36282.47,17440.22740453
2022-01-23,32933.33,37574.63,36275.28,36693.32,38776.29020908
2022-01-24,35716.15,37579.81,36687.58,36980.0,21597.52201359
2022-01-25,36254.97,38960.0,36980.0,36840.63,27403.99125336
2022-01-26,35526.36,37249.0,36846.22,37188.37,23601.4620954
2022-01-27,36162.48,38023.74,37188.37,37741.9,22716.16494796
2022-01-28,37300.0,38748.43,37741.9,38191.1,13103.19076443
2022-01-29,37365.31,38384.07,38189.82,37901.35,10632.53591257
2022-01-30,36640.94,38785.04,37904.99,38491.93,19654.98487168
2022-01-31,38021.53,39300.0,38492.53,38716.88,16379.93141492
2022-02-01,36584.29,38888.88,38714.27,36923.39,13787.58718711
2022-02-02,36259.01,37450.75,36923.39,37329.91,13283.28624677
2022-02-03,37051.36,41788.81,37324.61,41614.64,22537.5582634
2022-02-04,40955.4,41970.0,41613.75,41404.85,11187.20118795
2022-02-05,41135.39,42719.93,41411.59,42415.16,6447.88488893
2022-02-06,41678.79,44533.0,42416.06,43868.07,20040.49860442
2022-02-07,42688.0,45519.24,43868.08,44085.59,20387.64565183
2022-02-08,43155.5,44865.46,44087.58,44416.35,12785.8117079
2022-02-09,43210.0,45855.0,44416.39,43527.71,20024.52326862
2022-02-10,42000.0,43962.13,43521.88,42386.47,19367.4151999
2022-02-11,41750.0,43050.0,42386.47,42244.97,8664.419567
2022-02-12,41885.61,42781.96,42244.91,42074.99,6208.94093653
2022-02-13,41570.0,42876.15,42073.37,42548.71,14805.98338836
2022-02-14,42433.28,44775.96,42548.71,44583.52,14154.73452625
2022-02-15,43330.59,44585.69,44580.73,43895.56,9663.44040395
